step,value
1065000,0.6666666865348816
1067500,0.6785714447498321
1070000,0.6714285868406296
1072500,0.6727067820429802
1075000,0.6734361045539379
1077500,0.6798629873675108
1080000,0.6875523668839335
1082500,0.6934637971800983
1085000,0.697535140640952
1087500,0.7030625253862899
1090000,0.7103072920394028
1092500,0.7159120785253124
1095000,0.7213120234361478
1097500,0.7254103278235663
1100000,0.729613481919414
1102500,0.7333438625578101
1105000,0.7371523348072782
1107500,0.7413591773134125
1110000,0.7441929546733188
1112500,0.7467433542972345
1115000,0.7492118773727601
1117500,0.7524821786167311
1120000,0.7558409239127117
1122500,0.7598776875681172
1125000,0.7640700988840899
1127500,0.7680049705092765
1130000,0.7717829854117028
1132500,0.7752370993041567
1135000,0.7787019812831496
1137500,0.7822863284143103
1140000,0.7858758768492007
1142500,0.7888319135653732
1145000,0.7918566144360087
1147500,0.7948715993928596
1150000,0.7981430628151611
1152500,0.8013590578661187
1155000,0.8046059433602533
1157500,0.8078188202366151
1160000,0.8110825212226734
1162500,0.814007883497455
1165000,0.8170333253398939
1167500,0.8198219728817406
1170000,0.8225363426521298
1172500,0.8252177715106199
1175000,0.8272137594047239
1177500,0.8295046703657255
1180000,0.8320303931809139
1182500,0.8340125419178609
1185000,0.8361643377672735
1187500,0.8377576193569096
1190000,0.8395110179207914
1192500,0.8406125494142348
1195000,0.8417668987780786
1197500,0.8424507662180046
1200000,0.8433908776512425
1202500,0.8443290373150123
1205000,0.8447841924843441
1207500,0.8451597859636472
1210000,0.8458223793067507
1212500,0.8463278579555129
1215000,0.8467466206409492
1217500,0.847499093805965
1220000,0.8484634709911492
1222500,0.8495166378519189
1225000,0.8503929982156679
1227500,0.8512911983941012
1230000,0.8521835853410376
1232500,0.8530046805518221
1235000,0.8539111076096312
1237500,0.8546761088043108
1240000,0.8552315544309903
1242500,0.85598845284188
1245000,0.8568421214908738
1247500,0.8577970275363664
1250000,0.8585220464242703
1252500,0.8592568297541028
1255000,0.8593988531252044
1257500,0.8595772188979653
1260000,0.859730607457006
1262500,0.8598789866450823
1265000,0.8601487543299852
1267500,0.860315698335921
1270000,0.8605657141956883
1272500,0.8609699477153895
1275000,0.8615083577690611
1277500,0.8619780554584942
1280000,0.8620769632648481
1282500,0.8622379827014552
1285000,0.8624079877893878
1287500,0.8625654507959561
1290000,0.8628824826435456
1292500,0.8632326253971049
1295000,0.8637156482387115
1297500,0.8642190810306546
1300000,0.86478064503643
1302500,0.8653036062095143
1305000,0.8658308777964333
1307500,0.8664221400400597
1310000,0.8668958813888369
1312500,0.8674611929901722
1315000,0.8681181744201436
1317500,0.8686505563971508
1320000,0.8691788680479327
1322500,0.869562569301611
1325000,0.8700486031543784
1327500,0.8705437428389405
1330000,0.8711023908824695
1332500,0.8717271550271786
1335000,0.8724090513980873
1337500,0.8730522564706046
1340000,0.8737365876129423
1342500,0.87447662423472
1345000,0.8751790041067038
1347500,0.875941036433384
1350000,0.8767539366695927
1352500,0.8775273893428129
1355000,0.8781202078597798
1357500,0.8787759280863752
1360000,0.879485726654233
1362500,0.8801627459821415
1365000,0.8807739230421763
1367500,0.8812147628451211
1370000,0.8817174242006084
1372500,0.882290930098266
1375000,0.8828920279854272
1377500,0.8834087927562357
1380000,0.8838336181124177
1382500,0.8843228797447794
1385000,0.8848601144849164
1387500,0.8853108849196645
1390000,0.8857399075689029
1392500,0.8862273141260841
1395000,0.8867654244168907
1397500,0.8870778000412263
1400000,0.8873885496906528
1402500,0.8877727411197504
1405000,0.8882283051616144
1407500,0.8886578094785981
1410000,0.8891509185873484
1412500,0.8895613024213626
1415000,0.8900276246290248
1417500,0.8905425449568786
1420000,0.8909653288446746
1422500,0.8912991758277609
1425000,0.8916990407786304
1427500,0.8921564681960523
1430000,0.8924371359020513
1432500,0.8927374980393089
1435000,0.8930357785412404
1437500,0.8933914981533945
1440000,0.8937442912682766
1442500,0.8940817964695281
1445000,0.89446357959113
1447500,0.8948438114547862
1450000,0.8949928772411465
1452500,0.8951468013490783
1455000,0.8953670331328106
1457500,0.8956456603249007
1460000,0.8958815355575168
1462500,0.8961667972334698
1465000,0.8964083514388033
1467500,0.8965998579659129
1470000,0.8967522045610605
1472500,0.896912002024495
1475000,0.8970781714833767
1477500,0.8972026423618487
1480000,0.8972899719481431
1482500,0.8973495248918023
1485000,0.8974199012485999
1487500,0.8975204690308445
1490000,0.8976877746591931
1492500,0.8978539005765288
1495000,0.8980685081346902
1497500,0.8983308261272973
1500000,0.8985026406321823
1502500,0.8986767048007757
1505000,0.8988525314062693
1507500,0.8990296879050009
1510000,0.8990314804288929
1512500,0.8990526440238821
1515000,0.8990862586345554
1517500,0.8990049795728576
1520000,0.8989145788331317
1522500,0.8987608104449052
1525000,0.8986470713765804
1527500,0.8985236240522311
1530000,0.8984368163135271
1532500,0.8983872280526121
1535000,0.8983752500421964
1537500,0.8983966324991431
1540000,0.8983859909415048
1542500,0.8983993076836886
1545000,0.8984727987845977
1547500,0.8986126240372873
1550000,0.8988026013624861
1552500,0.8989138571011002
1555000,0.8989971966374196
1557500,0.8989804229880819
1560000,0.8989868260990485
1562500,0.8990054992649767
1565000,0.899043345553918
1567500,0.8990940965145021
1570000,0.899164401018249
1572500,0.8991632484110835
1575000,0.8992268821042159
1577500,0.8992405516303817
1580000,0.8991979166028417
1582500,0.8992231372735664
1585000,0.899156458712378
1587500,0.8991206117303003
1590000,0.8990658606139568
1592500,0.89904045626948
1595000,0.8990030786284482
1597500,0.8990231961806425
1600000,0.8990605900406666
1602500,0.8991507854807222
1605000,0.8992431610895256
1607500,0.8993114337390417
1610000,0.8994318758010048
1612500,0.8995985789202909
1615000,0.8998026552590662
1617500,0.9000362368934989
1620000,0.9002888392669236
1622500,0.9005292527016051
1625000,0.9007873778464837
1627500,0.9009750704397955
1630000,0.9011921602872192
1632500,0.9014000640857678
1635000,0.9016029548539335
1637500,0.9018045227432503
1640000,0.9020426119003523
1642500,0.9023063461155142
1645000,0.9025551629218856
1647500,0.9027498500484288
1650000,0.9029769006614142
1652500,0.903232518128537
1655000,0.9034398227560366
1657500,0.9036499109531502
1660000,0.9038829249142163
1662500,0.9041299738286631
1665000,0.9043717966495779
1667500,0.9046056496517801
1670000,0.9048556471541772
1672500,0.9050903962262198
1675000,0.9053053360767118
1677500,0.9055203051793831
1680000,0.9057552204812995
1682500,0.9059239732878296
1685000,0.9060939944675762
