step,value
2500,-0.03999526426196098
5000,-0.03554174178279937
7500,-0.04455322510097176
10000,-0.053614339108113196
12500,-0.05459087941781617
15000,-0.06865681279065552
17500,-0.07408989878024766
20000,-0.09442602763944365
22500,-0.1002832725975528
25000,-0.08230794149639739
27500,-0.07438276748529107
30000,-0.05655481479171841
32500,-0.05360163170043166
35000,-0.06607116685459198
37500,-0.07782967322602136
40000,-0.09089924037636157
42500,-0.107848880948253
45000,-0.1131884514644392
47500,-0.11376364985298941
50000,-0.12248043679468479
52500,-0.13269201931303123
55000,-0.12307466209183973
57500,-0.11693810461685815
60000,-0.1116941231971302
62500,-0.09448846021163329
65000,-0.08417527140409825
67500,-0.06303117657808434
70000,-0.05196080604292129
72500,-0.05334945841816521
75000,-0.04986628285814038
77500,-0.06458850704224744
80000,-0.05347612726025438
82500,-0.04716285633146157
85000,-0.03453570962339095
87500,-0.023351114485169515
90000,-0.008675403738175394
92500,0.01940196989999303
95000,0.03204244886958082
97500,0.04259684397390615
100000,0.051681457879642824
102500,0.06237619720920936
105000,0.07870741429649307
107500,0.09585044750025135
110000,0.12249089749261971
112500,0.15143895570878896
115000,0.16538631401459616
117500,0.19832248224616267
120000,0.2204176670354624
122500,0.23912177855152064
125000,0.2577008638475374
127500,0.2568483472192915
130000,0.28664231780093596
132500,0.30354139640559274
135000,0.28771094770398303
137500,0.29462315998524335
140000,0.3084378364269427
142500,0.34301459097127546
145000,0.3618588564091363
147500,0.3614377692902182
150000,0.3664033784476603
152500,0.36808161503145265
155000,0.3666131576842293
157500,0.38900411256667006
160000,0.409025992112005
162500,0.4048426167577305
165000,0.39355510023919926
167500,0.39345673514325785
170000,0.4023991596065703
172500,0.4249164198067257
175000,0.4149211109483065
177500,0.42822573728595575
180000,0.4880225015929437
182500,0.5132227796242621
185000,0.5402526490026104
187500,0.5570899992108393
190000,0.5645589127171083
192500,0.5980175161982815
195000,0.6181876204572833
197500,0.6359330185201212
200000,0.6135945887517731
202500,0.607574060960275
205000,0.5934117216500598
207500,0.6156385045021436
210000,0.6287388891669805
212500,0.6386456451439287
215000,0.6273648108503306
217500,0.6234349517936484
220000,0.6323344506843367
222500,0.6589176116606723
225000,0.6589293233949958
227500,0.6572281675695495
230000,0.652273841842334
232500,0.6737615538933759
235000,0.6835112458436684
237500,0.693022127685159
240000,0.7203589580093708
242500,0.7437679798872667
245000,0.7269240288261829
247500,0.7555758537343972
250000,0.7405235631607622
252500,0.7702139136203512
255000,0.755777983397995
257500,0.8088086383319686
260000,0.8529365721443406
262500,0.9223557945876519
265000,0.9304322812070728
267500,0.9976767432490241
270000,1.0226597665368842
272500,1.0663027774053209
275000,1.137651980885034
277500,1.260459239156394
280000,1.31568550008954
282500,1.2826234186150556
285000,1.2810532645396524
287500,1.2932934757481933
290000,1.4475181337962377
292500,1.5255391809436525
295000,1.5158993911528151
297500,1.4805720906064117
300000,1.5792649502103213
302500,1.5977750105748787
305000,1.6465616956135822
307500,1.843839758764016
310000,1.85687170695988
312500,2.0300723278974977
315000,2.0782743302990934
317500,2.133126617194111
320000,2.206514013458098
322500,2.402799343450789
325000,2.4141481656288426
327500,2.5542810146619668
330000,2.6822509930679015
332500,2.758361712051822
335000,2.8348921551883755
337500,2.8695757282895333
340000,2.9179711007883387
342500,2.9444214520284744
345000,2.9118622318591965
347500,3.0102460064607524
350000,3.0091128299937546
352500,3.0982872918521673
355000,3.1268178947516065
357500,3.0354914719832937
360000,3.1066954661881625
362500,2.995120310438487
365000,3.1126431438202973
367500,3.12409437413889
370000,3.315444130145411
372500,3.4881888673689074
375000,3.6037644546615577
377500,3.648684525613859
380000,3.6982260919733716
382500,3.722905741076816
385000,3.677405905074908
387500,3.6596474331739848
390000,3.7012314035406684
392500,3.7770187169829885
395000,3.759728584634055
397500,3.787560934376826
400000,3.853869862454036
402500,4.046030331042617
405000,4.137402029383668
407500,4.21445362408324
410000,4.4170979318561905
412500,4.3803953579851465
415000,4.494048546414537
417500,4.61616335272279
420000,4.439059656496227
