step,value
2500,1.0
5000,1.0
7500,1.0
10000,1.0
12500,1.0
15000,1.0
17500,1.0
20000,1.0
22500,1.0
25000,1.0
27500,1.0
30000,1.0
32500,1.0
35000,1.0
37500,1.0
40000,1.0
45000,1.0
47500,1.0
62500,0.9
72500,0.91
92500,0.8190000000000001
102500,0.7371000000000001
110000,0.6633900000000001
115000,0.647051
117500,0.5823459000000001
127500,0.5241113100000001
130000,0.4717001790000001
132500,0.5245301611000001
135000,0.5720771449900001
142500,0.5148694304910001
145000,0.4633824874419001
147500,0.41704423869771007
152500,0.37533981482793904
167500,0.4378058333451451
177500,0.3940252500106306
187500,0.35462272500956754
195000,0.4191604525086108
197500,0.3772444072577497
207500,0.4395199665319747
212500,0.4955679698787772
222500,0.4460111728908995
227500,0.40141005560180953
232500,0.36126905004162857
235000,0.32514214503746575
237500,0.32596126486046323
240000,0.2933651383744169
242500,0.2973619588637193
245000,0.26762576297734736
247500,0.2658631866796126
250000,0.23927686801165135
252500,0.23534918150850942
255000,0.2118142633576585
257500,0.19063283702189265
260000,0.20490288764644746
262500,0.18441259888180273
265000,0.21597133899362245
267500,0.2193742050942602
270000,0.19743678458483419
272500,0.17769310612635078
275000,0.15992379551371572
277500,0.14393141596234416
280000,0.12953827436610973
282500,0.11658444692949876
285000,0.1049260022365489
287500,0.094433402012894
290000,0.08499006181160461
292500,0.07649105563044414
295000,0.06884195006739974
297500,0.061957755060659765
300000,0.05576197955459379
302500,0.050185781599134414
305000,0.045167203439220975
307500,0.054936198019634355
310000,0.07444257821767092
312500,0.06699832039590382
315000,0.09363182268305752
317500,0.10426864071277499
320000,0.0938417766414975
322500,0.08445759897734775
325000,0.07601183907961298
327500,0.06841065517165168
330000,0.061569589654486515
332500,0.055412630689037866
335000,0.04987136762013408
337500,0.044884230858120676
340000,0.0653958077723086
342500,0.05885622699507775
345000,0.052970604295569976
347500,0.06434021102938502
350000,0.09790619052249296
352500,0.08811557147024367
355000,0.09358972924755478
357500,0.0842307563227993
360000,0.07580768069051938
362500,0.06822691262146745
365000,0.07568993628365618
367500,0.06812094265529056
370000,0.06130884838976151
372500,0.05517796355078536
375000,0.0639458821200423
377500,0.05755129390803808
380000,0.06846283168060631
382500,0.09018797836121663
385000,0.08116918052509496
387500,0.07305226247258546
390000,0.09074703622532691
392500,0.08167233260279422
395000,0.11100509934251479
397500,0.11990458970628654
400000,0.12041413073565788
402500,0.12837271796011532
405000,0.13220211332747583
407500,0.13898190229275148
410000,0.12508371206347635
412500,0.11257534085712871
415000,0.10131780677141584
417500,0.09118602609427426
420000,0.10206742378287005
422500,0.10852734856795508
425000,0.09767461371115957
427500,0.08790715234004362
430000,0.07911643710603926
432500,0.07120479339543534
435000,0.06408431405589181
437500,0.05767588265030263
440000,0.05190829438527237
442500,0.046717464946745134
445000,0.04204571845207062
447500,0.050341146606863556
450000,0.08530703254222365
452500,0.07677632928800128
455000,0.06909869635920116
457500,0.06218882672328104
460000,0.05596994405095294
462500,0.050372949645857645
465000,0.04533565468127188
467500,0.05746875637651673
470000,0.0628329919327604
472500,0.05654969273948436
475000,0.07589472346553591
477500,0.06830525111898232
480000,0.07397472600708409
482500,0.06657725340637569
485000,0.0742052429900736
487500,0.10011805301781032
490000,0.11010624801405251
492500,0.11338133813698274
495000,0.10204320432328447
497500,0.09183888389095603
500000,0.09376610669575576
502500,0.08438949602618019
505000,0.08845054642356218
507500,0.07960549178120596
510000,0.07164494260308536
512500,0.06448044834277683
515000,0.07053240350849915
517500,0.06347916315764925
520000,0.079353469229675
522500,0.08570383723104297
525000,0.07713345350793867
527500,0.0694201081571448
530000,0.062478097341430325
532500,0.07623028790531051
535000,0.0797183703086748
537500,0.0860322482021428
540000,0.07742902338192852
542500,0.06968612104373567
545000,0.06271750893936211
547500,0.0564457580454259
550000,0.07807391032640118
552500,0.0869331864571331
555000,0.0782398678114198
557500,0.0885976997539564
560000,0.07973792977856076
562500,0.08176413694971629
565000,0.10215915310341561
567500,0.09194323779307405
570000,0.11002164209928453
572500,0.11013058908325142
575000,0.11022864136882161
577500,0.10920577738095105
580000,0.09828519964285595
582500,0.10663849840224895
585000,0.1070857597559194
