step,value
1065000,0.0
1067500,0.0
1070000,0.0
1072500,0.0
1075000,0.0
1077500,0.0
1080000,0.0
1082500,0.0
1085000,0.0
1087500,0.0
1090000,0.0
1092500,0.19999999999999996
1095000,0.3799999999999999
1097500,0.5419999999999998
1100000,0.6877999999999997
1102500,0.8190199999999997
1105000,0.9371179999999998
1107500,1.0434061999999997
1110000,1.1390655799999996
1112500,1.2251590219999997
1115000,1.3026431197999997
1117500,1.3723788078199997
1120000,1.4351409270379998
1122500,1.4916268343341998
1125000,1.54246415090078
1127500,1.588217735810702
1130000,1.6293959622296317
1132500,1.6664563660066685
1135000,1.6998107294060016
1137500,1.7298296564654014
1140000,1.7568466908188614
1142500,1.7811620217369752
1145000,1.8030458195632777
1147500,1.8227412376069498
1150000,1.840467113846255
1152500,1.8564204024616295
1155000,1.8707783622154666
1157500,1.88370052599392
1160000,1.895330473394528
1162500,1.9057974260550752
1165000,1.9152176834495676
1167500,1.9236959151046107
1170000,1.9313263235941496
1172500,1.9381936912347346
1175000,2.144374322111261
1177500,2.329936889900135
1180000,2.4969432009101213
1182500,2.647248880819109
1185000,2.782523992737198
1187500,2.9042715934634784
1190000,3.0138444341171304
1192500,3.1124599907054176
1195000,3.2012139916348756
1197500,3.481092592471388
1200000,3.732983333224249
1202500,3.9596849999018238
1205000,4.363716499911641
1207500,4.7273448499204775
1210000,5.05461036492843
1212500,5.349149328435587
1215000,5.614234395592028
1217500,5.852810956032825
1220000,6.067529860429542
1222500,6.260776874386588
1225000,6.434699186947929
1227500,6.591229268253136
1230000,6.732106341427823
1232500,6.858895707285041
1235000,6.973006136556537
1237500,7.075705522900883
1240000,7.168134970610795
1242500,7.251321473549715
1245000,7.3261893261947435
1247500,7.393570393575269
1250000,7.454213354217742
1252500,7.508792018795967
1255000,7.75791281691637
1257500,7.982121535224733
1260000,8.183909381702259
1262500,8.365518443532032
1265000,8.528966599178828
1267500,8.676069939260945
1270000,8.808462945334849
1272500,8.927616650801363
1275000,9.034854985721227
1277500,9.131369487149104
1280000,9.218232538434194
1282500,9.296409284590775
1285000,9.366768356131697
1287500,9.430091520518527
1290000,9.487082368466675
1292500,9.538374131620008
1295000,9.584536718458008
1297500,9.626083046612207
1300000,9.663474741950987
1302500,9.697127267755889
1305000,9.7274145409803
1307500,9.75467308688227
1310000,9.779205778194044
1312500,9.80128520037464
1315000,9.821156680337175
1317500,9.839041012303458
1320000,9.855136911073112
1322500,9.869623219965801
1325000,9.88266089796922
1327500,9.894394808172299
1330000,9.904955327355069
1332500,9.914459794619562
1335000,9.923013815157606
1337500,9.930712433641846
1340000,9.937641190277661
1342500,9.943877071249895
1345000,9.949489364124906
1347500,9.954540427712416
1350000,9.959086384941175
1352500,9.963177746447057
1355000,10.166859971802351
1357500,10.350173974622116
1360000,10.515156577159905
1362500,10.663640919443914
1365000,10.797276827499521
1367500,10.917549144749568
1370000,11.025794230274611
1372500,11.12321480724715
1375000,11.210893326522434
1377500,11.28980399387019
1380000,11.360823594483172
1382500,11.424741235034855
1385000,11.48226711153137
1387500,11.534040400378231
1390000,11.580636360340408
1392500,11.622572724306368
1395000,11.66031545187573
1397500,11.694283906688156
1400000,11.72485551601934
1402500,11.752369964417406
1405000,11.777132967975666
1407500,11.799419671178098
1410000,11.819477704060288
1412500,11.83752993365426
1415000,11.853776940288833
1417500,11.86839924625995
1420000,11.881559321633954
1422500,11.893403389470558
1425000,11.904063050523503
1427500,11.913656745471151
1430000,11.922291070924036
1432500,11.930061963831632
1435000,11.937055767448468
1437500,11.94335019070362
1440000,11.949015171633258
1442500,11.954113654469932
1445000,11.958702289022938
1447500,11.962832060120643
1450000,11.966548854108579
1452500,11.96989396869772
1455000,11.972904571827948
1457500,11.975614114645152
1460000,11.978052703180637
1462500,11.980247432862573
1465000,11.982222689576314
1467500,12.184000420618684
1470000,12.365600378556817
1472500,12.529040340701135
1475000,12.676136306631022
1477500,12.808522675967922
1480000,12.92767040837113
1482500,13.034903367534017
1485000,13.131413030780616
1487500,13.218271727702554
1490000,13.296444554932298
1492500,13.36680009943907
1495000,13.430120089495164
1497500,13.487108080545648
1500000,13.538397272491084
1502500,13.584557545241976
1505000,13.62610179071778
1507500,13.663491611646002
1510000,13.897142450481402
1512500,14.107428205433262
1515000,14.296685384889935
1517500,14.467016846400941
1520000,14.620315161760848
1522500,14.958283645584762
1525000,15.262455281026286
1527500,15.536209752923657
1530000,15.782588777631291
1532500,16.00432989986816
1535000,16.203896909881344
1537500,16.38350721889321
1540000,16.54515649700389
1542500,16.690640847303502
1545000,16.82157676257315
1547500,16.939419086315837
1550000,17.045477177684255
1552500,17.340929459915827
1555000,17.606836513924243
1557500,17.846152862531817
1560000,18.061537576278635
1562500,18.25538381865077
1565000,18.429845436785694
1567500,18.586860893107126
1570000,18.728174803796414
1572500,18.855357323416772
