step,value
27500,0.0009745669085532427
52500,0.0009720083500724286
77500,0.0009671413496835158
105000,0.0009601764603867196
130000,0.0009513452465587761
157500,0.0009408512674405938
182500,0.0009288703048722235
207500,0.0009155183910593797
232500,0.0009009498447733738
260000,0.000885253756254475
285000,0.0008685473384327984
312500,0.0008509464730129209
337500,0.0008325306046785176
365000,0.0008133749938597911
390000,0.0007935858967739165
415000,0.0007732025000475633
442500,0.0007523119521329065
467500,0.0007309348747880839
492500,0.0007091428896991088
520000,0.0006869617482888854
545000,0.0006644602616441837
570000,0.0006416665032571263
595000,0.0006186040599796064
622500,0.0005953010866899763
647500,0.0005717801491837106
672500,0.0005480759165066839
700000,0.0005242017676144118
725000,0.0005001705351910464
750000,0.00047599763073062645
775000,0.0004516974193429045
802500,0.00042727500942741416
827500,0.00040275499578564243
852500,0.00037812882374971106
880000,0.0003534287900575347
905000,0.00032866386412311473
930000,0.0003038283588556081
955000,0.0002789377468333044
982500,0.0002539991230714538
1027500,0.00029474302640280587
1052500,0.0003305552977164518
1080000,0.00036193682437076554
1105000,0.00038931926048860893
1130000,0.00041311660719833625
1157500,0.00043368651196737753
1182500,0.00045135004260916706
1207500,0.00046639792966868753
1232500,0.0004790898923213149
1260000,0.0004896669712447999
1285000,0.0004983284719486277
1310000,0.0005052666449259287
1337500,0.0005106575889850169
1362500,0.0005146642750432648
1387500,0.000517418400095155
1415000,0.0005190512913003565
1440000,0.0005196668181972207
1465000,0.0005193707102621199
1492500,0.0005182589214687437
1517500,0.0005164125891662291
1542500,0.0005139046380157756
1567500,0.0005107964103078532
1595000,0.0005071521915886049
1620000,0.00050302729808516
1645000,0.0004984666598830151
1670000,0.0004935149777702788
1697500,0.0004882055120888546
1722500,0.00048258133461552365
1747500,0.00047667365459500255
1775000,0.000470508508527489
1800000,0.00046411058945901974
1825000,0.00045750548553382856
1850000,0.0004507126928767085
1877500,0.0004437514402013737
1902500,0.00043663666429836763
1927500,0.00042938648526473386
1955000,0.0004220152699623201
1980000,0.00041453132687851286
2005000,0.0004069481756071627
2030000,0.0003992735891043362
2057500,0.00039151720565829874
2082500,0.0003836914948679808
2107500,0.0003757977811596814
2132500,0.0003678477804621628
2160000,0.0003598422058373828
2185000,0.0003517888556730127
2210000,0.00034369554596291115
2237500,0.00033556574297193703
2262500,0.0003273978195037158
2287500,0.0003191936376493315
2312500,0.00031096385327764736
2340000,0.00030270855135961297
2365000,0.0002944285345096529
2390000,0.00028612409579925006
2417500,0.00027780170392939236
2442500,0.000269464375121713
2467500,0.0002611073995885323
2495000,0.00025273950718779
2520000,0.0002443623163855736
2545000,0.00023597533821029568
2570000,0.00022757460229289327
2597500,0.00021916659940578157
2622500,0.0002107518248704794
2647500,0.00020232983389914164
2675000,0.00019390154531382324
2700000,0.00018546910809587213
2725000,0.0001770312199825546
2750000,0.00016858842679100304
2777500,0.0001601410211229938
2802500,0.0001516903882727896
2827500,0.00014323737846553698
2852500,0.00013478444056045974
2880000,0.00012633028061423624
2905000,0.00011787528458444464
2930000,0.00010941824896253981
2957500,0.00010095984009483944
2982500,9.249702717207895e-05
